iter	Passed	Remaining
3217	564542	49471
3218	564699	49294
3219	564898	49121
3220	565074	48946
3221	565227	48768
3222	565399	48593
3223	565622	48421
3224	565860	48251
3225	566043	48076
3226	566219	47901
3227	566375	47724
3228	566557	47549
3229	566764	47376
3230	567006	47206
3231	567173	47030
3232	567344	46854
3233	567510	46678
3234	567700	46504
3235	567950	46334
3236	568099	46157
3237	568264	45980
3238	568427	45804
3239	568630	45630
3240	568833	45457
3241	569034	45284
3242	569193	45107
3243	569364	44931
3244	569601	44760
3245	569757	44583
3246	569981	44411
3247	570142	44235
3248	570349	44062
3249	570494	43884
3250	570645	43706
3251	570825	43531
3252	571017	43357
3253	571181	43180
3254	571369	43006
3255	571572	42832
3256	571776	42659
3257	571952	42483
3258	572130	42308
3259	572363	42137
3260	572593	41965
3261	572804	41792
3262	573024	41620
3263	573214	41445
3264	573407	41271
3265	573623	41098
3266	573749	40919
3267	573941	40744
3268	574129	40570
3269	574300	40394
3270	574470	40218
3271	574628	40041
3272	574786	39864
3273	574991	39690
3274	575159	39514
3275	575331	39338
3276	575534	39165
3277	575734	38991
3278	575939	38817
3279	576175	38645
3280	576374	38471
3281	576563	38297
3282	576736	38121
3283	576931	37946
3284	577124	37772
3285	577321	37597
3286	577547	37425
3287	577729	37250
3288	577923	37075
3289	578125	36901
3290	578344	36728
3291	578512	36552
3292	578694	36377
3293	578908	36203
3294	579059	36026
3295	579202	35848
3296	579378	35673
3297	579521	35495
3298	579716	35320
3299	579923	35146
3300	580151	34974
3301	580283	34795
3302	580430	34618
3303	580571	34440
3304	580674	34260
3305	580903	34088
3306	581093	33913
3307	581257	33736
3308	581440	33561
3309	581590	33384
3310	581755	33208
3311	582008	33036
3312	582229	32863
3313	582366	32685
3314	582551	32510
3315	582762	32336
3316	582969	32162
3317	583128	31985
3318	583354	31812
3319	583520	31636
3320	583687	31460
3321	583897	31286
3322	584053	31109
3323	584221	30933
3324	584499	30763
3325	584662	30586
3326	584834	30410
3327	585006	30234
3328	585209	30060
3329	585368	29883
3330	585605	29711
3331	585792	29535
3332	585995	29361
3333	586103	29182
3334	586284	29006
3335	586456	28830
3336	586632	28654
3337	586794	28478
3338	587032	28305
3339	587215	28130
3340	587365	27953
3341	587562	27778
3342	587710	27601
3343	587872	27424
3344	588037	27248
3345	588208	27072
3346	588420	26898
3347	588587	26721
3348	588863	26550
3349	589024	26374
3350	589190	26197
3351	589350	26021
3352	589592	25848
3353	589729	25670
3354	589905	25495
3355	590082	25319
3356	590218	25141
3357	590426	24967
3358	590620	24792
3359	590799	24616
3360	590976	24440
3361	591155	24265
3362	591341	24089
3363	591529	23914
3364	591682	23737
3365	591903	23563
3366	592035	23386
3367	592221	23210
3368	592421	23035
3369	592592	22859
3370	592806	22685
3371	592950	22508
3372	593107	22331
3373	593290	22156
3374	593503	21981
3375	593630	21803
3376	593874	21630
3377	594078	21455
3378	594182	21277
3379	594358	21101
3380	594516	20925
3381	594742	20750
3382	595016	20578
3383	595192	20402
3384	595314	20224
3385	595502	20049
3386	595685	19873
3387	595906	19699
3388	596137	19525
3389	596312	19349
3390	596507	19174
3391	596730	18999
3392	596967	18825
3393	597143	18649
3394	597329	18474
3395	597509	18298
3396	597677	18122
3397	597884	17947
3398	598085	17771
3399	598253	17595
3400	598511	17422
3401	598718	17247
3402	598900	17071
3403	599159	16897
3404	599352	16722
3405	599550	16546
3406	599709	16370
3407	599935	16195
3408	600169	16020
3409	600345	15844
3410	600514	15668
3411	600678	15492
3412	600889	15317
3413	601064	15141
3414	601239	14964
3415	601447	14789
3416	601621	14613
3417	601821	14438
3418	601994	14261
3419	602220	14087
3420	602387	13910
3421	602522	13733
3422	602852	13561
3423	603069	13385
3424	603243	13209
3425	603427	13033
3426	603577	12857
3427	603756	12681
3428	603973	12505
3429	604123	12329
3430	604336	12153
3431	604515	11977
3432	604703	11801
3433	604919	11626
3434	605055	11449
3435	605251	11273
3436	605459	11098
3437	605620	10921
3438	605860	10746
3439	606060	10570
3440	606254	10394
3441	606404	10218
3442	606573	10042
3443	606813	9866
3444	607026	9691
3445	607186	9514
3446	607368	9338
3447	607583	9163
3448	607760	8986
3449	607966	8811
3450	608118	8634
3451	608310	8458
3452	608492	8282
3453	608690	8106
3454	608897	7930
3455	609143	7755
3456	609311	7578
3457	609507	7402
3458	609665	7226
3459	609862	7050
3460	610010	6873
3461	610224	6698
3462	610415	6521
3463	610577	6345
3464	610746	6169
3465	610962	5993
3466	611117	5816
3467	611294	5640
3468	611489	5464
3469	611666	5288
3470	611863	5112
3471	612068	4936
3472	612269	4759
3473	612488	4583
3474	612672	4407
3475	612919	4231
3476	613119	4055
3477	613340	3879
3478	613516	3703
3479	613756	3527
3480	614053	3351
3481	614226	3175
3482	614387	2998
3483	614556	2822
3484	614733	2645
3485	614911	2469
3486	615103	2293
3487	615309	2116
3488	615558	1940
3489	615731	1764
3490	615953	1587
3491	616163	1411
3492	616338	1235
3493	616496	1058
3494	616669	882
3495	616864	705
3496	617139	529
3497	617321	352
3498	617518	176
3499	617700	0
